"Accident.Number","Date.and.Time","Number.of.Motor.Vehicles","Number.of.Injuries","Number.of.Fatalities","Property.Damage","Hit.and.Run","Collision.Type.Description","Weather.Description","Illumination.Description","Street.Address","City","Precinct","Latitude","Longitude","HarmfulDescriptions","Zip.Code","Year","Month","Season","Hour","Weekday","DayType","Accident","Fatality_category"
9.97035733953022e-314,2018-03-12 01:40:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 211 0 I 40","NASHVILLE","HERMIT",36.15421,-86.75917,"OTHER OBJECT (NOT FIXED)","37210","2018","March","Spring","01","Monday","Weekday","Injuries","No Fatalities"
9.97035734200055e-314,2018-03-12 01:52:00,2,1,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","CLEVELAND ST & MERIDIAN ST","NASHVILLE","EAST",36.18695,-86.76804,"MOTOR VEHICLE IN TRANSPORT","37207","2018","March","Spring","01","Monday","Weekday","Injuries","No Fatalities"
9.97035734545901e-314,2018-03-12 01:56:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","ELLINGTON CIR & EDMONDSON PKE","NASHVILLE","MIDTOW",36.06007,-86.74105,"MOTOR VEHICLE IN TRANSPORT","37211","2018","March","Spring","01","Monday","Weekday","No Injuries","No Fatalities"
9.97035734842341e-314,2018-03-12 01:55:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","Dark-Unknown Lighting","HILLWOOD BLVD & VINE RIDGE DR","NASHVILLE","WEST",36.13057,-86.86584,"UTILITY POLE;Ran Off Road-Right","37209","2018","March","Spring","01","Monday","Weekday","Injuries","No Fatalities"
9.97035735583439e-314,2018-03-12 01:36:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - NOT LIGHTED","EAST THOMPSON LN & THOMPSON PL","NASHVILLE","SOUTH",36.1267,-86.71109,"MOTOR VEHICLE IN TRANSPORT","37217","2018","March","Spring","01","Monday","Weekday","No Injuries","No Fatalities"
9.9703573671979e-314,2018-03-12 00:45:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MM 63 1 I 24","ANTIOCH","SOUTH",36.00777,-86.61297,"MOTOR VEHICLE IN TRANSPORT","37013","2018","March","Spring","00","Monday","Weekday","No Injuries","No Fatalities"
9.97035737362075e-314,2018-03-12 01:31:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","18TH AVN & CHURCH ST","NASHVILLE","MIDTOW",36.15504,-86.79752,"MOTOR VEHICLE IN TRANSPORT","37203","2018","March","Spring","01","Monday","Weekday","No Injuries","No Fatalities"
9.97035740079436e-314,2018-03-12 02:47:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","I24 E ENT RAMP & I 24","NASHVILLE","CENTRA",36.1763,-86.77367,"GUARDRAIL FACE","37213","2018","March","Spring","02","Monday","Weekday","No Injuries","No Fatalities"
9.97035759545623e-314,2018-03-12 06:00:00,2,1,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","FESSLERS LN & WOODYCREST AV","NASHVILLE","SOUTH",36.13692,-86.74674,"MOTOR VEHICLE IN TRANSPORT","37210","2018","March","Spring","06","Monday","Weekday","Injuries","No Fatalities"
9.97035765128565e-314,2018-03-12 07:35:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","WOODLAND ST & I24 W ENT RAMP","NASHVILLE","EAST",36.17123,-86.76633,"UTILITY POLE","37206","2018","March","Spring","07","Monday","Weekday","No Injuries","No Fatalities"
9.97035771897264e-314,2018-03-12 09:17:00,2,1,0,NA,"N","HEAD-ON","RAIN","DARK - LIGHTED","51ST AVN & CHARLOTTE AV","NASHVILLE","WEST",36.15215,-86.84858,"MOTOR VEHICLE IN TRANSPORT","37209","2018","March","Spring","09","Monday","Weekday","Injuries","No Fatalities"
9.97035776640294e-314,2018-03-12 10:00:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","I65 S EXT RAMP & I 65","MADISON","MADISO",36.24478,-86.74712,"GUARDRAIL FACE","37115","2018","March","Spring","10","Monday","Weekday","No Injuries","No Fatalities"
9.97035778320117e-314,2018-03-12 09:10:00,2,1,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","MM 56 8 I 24","NASHVILLE","SOUTH",36.07127,-86.69083,"MOTOR VEHICLE IN TRANSPORT","37211","2018","March","Spring","09","Monday","Weekday","Injuries","No Fatalities"
9.9703689816931e-314,2018-03-19 09:52:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - NOT LIGHTED","HAMILTON CHURCH RD & HOBSON PKE","ANTIOCH","SOUTH",36.05762,-86.59548,"MOTOR VEHICLE IN TRANSPORT","37013","2018","March","Spring","09","Monday","Weekday","No Injuries","No Fatalities"
9.97036904493351e-314,2018-03-19 10:33:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","CLARKSVILLE PKE & NORTHSIDE STATION PVTD","NASHVILLE","NORTH",36.21112,-86.8389,"MOTOR VEHICLE IN TRANSPORT","37218","2018","March","Spring","10","Monday","Weekday","No Injuries","No Fatalities"
9.97036913831191e-314,2018-03-19 11:00:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","MURFREESBORO PIKE & RANSOM PL","NASHVILLE","HERMIT",36.08907,-86.64999,"MOTOR VEHICLE IN TRANSPORT","37217","2018","March","Spring","11","Monday","Weekday","No Injuries","No Fatalities"
9.97036917833123e-314,2018-03-19 12:50:00,2,0,0,NA,"N","Front to Rear","RAIN","DAYLIGHT","MM 60 9 I 24","ANTIOCH","SOUTH",36.03085,-86.63869,"MOTOR VEHICLE IN TRANSPORT","37013","2018","March","Spring","12","Monday","Weekday","No Injuries","No Fatalities"
9.97036998464636e-314,2018-03-20 00:26:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","I40 E ENT RAMP & I 40","NASHVILLE","WEST",36.1511,-86.78623,"MOTOR VEHICLE IN TRANSPORT","37205","2018","March","Spring","00","Tuesday","Weekday","No Injuries","No Fatalities"
9.97037012990166e-314,2018-03-20 01:52:00,3,0,0,NA,"N","HEAD-ON","RAIN","DARK - LIGHTED","ELLISTON ST & 12TH ST","OLD HICKORY","HERMIT",36.2593,-86.64967,"PARKED MOTOR VEHICLE","37138","2018","March","Spring","01","Tuesday","Weekday","No Injuries","No Fatalities"
9.97037098957589e-314,2018-03-20 05:00:00,2,3,0,NA,"N","ANGLE","RAIN","DAYLIGHT","33RD AVN & CLOVER ST","NASHVILLE","NORTH",36.16624,-86.82674,"MOTOR VEHICLE IN TRANSPORT","37209","2018","March","Spring","05","Tuesday","Weekday","Injuries","No Fatalities"
9.97037100044533e-314,2018-03-20 05:00:00,2,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DAYLIGHT","MM 208 3 I 40","NASHVILLE","NORTH",36.16678,-86.79543,"OTHER OBJECT (NOT FIXED)","37203","2018","March","Spring","05","Tuesday","Weekday","No Injuries","No Fatalities"
9.9703711921428e-314,2018-03-20 05:00:00,2,1,0,NA,"N","Front to Rear","RAIN","DAYLIGHT","MM 211 4 I 40","NASHVILLE","HERMIT",36.15172,-86.75206,"MOTOR VEHICLE IN TRANSPORT","37210","2018","March","Spring","05","Tuesday","Weekday","Injuries","No Fatalities"
9.97037121388169e-314,2018-03-20 05:00:00,2,1,0,NA,"Y","Front to Rear","RAIN","DAYLIGHT","MM 211 8 I 40","NASHVILLE","HERMIT",36.14928,-86.74727,"MOTOR VEHICLE IN TRANSPORT","37210","2018","March","Spring","05","Tuesday","Weekday","Injuries","No Fatalities"
9.97037128058055e-314,2018-03-20 05:00:00,2,0,0,NA,"Y","ANGLE","RAIN","DAYLIGHT","E WOODLANDS TRL & WINDYPINE DR","NASHVILLE","MIDTOW",36.03991,-86.72717,"MOTOR VEHICLE IN TRANSPORT","37211","2018","March","Spring","05","Tuesday","Weekday","No Injuries","No Fatalities"
9.97037161259267e-314,2018-03-21 00:10:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","OLD MURFREESBORO PKE & FAIRCLOTH LN","NASHVILLE","HERMIT",36.10367,-86.66663,"MOTOR VEHICLE IN TRANSPORT","37217","2018","March","Spring","00","Wednesday","Weekday","No Injuries","No Fatalities"
9.970371645201e-314,2018-03-21 00:33:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - NOT LIGHTED","MM 49 3 I 24","NASHVILLE","EAST",36.16257,-86.76108,"MOTOR VEHICLE IN TRANSPORT","37206","2018","March","Spring","00","Wednesday","Weekday","No Injuries","No Fatalities"
9.97037165804671e-314,2018-03-21 00:49:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","HARDING PL & SIDCO DR","NASHVILLE","MIDTOW",36.0821,-86.7617,"MOTOR VEHICLE IN TRANSPORT","37220","2018","March","Spring","00","Wednesday","Weekday","No Injuries","No Fatalities"
9.97037168719658e-314,2018-03-21 01:00:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MM 57 6 I 24","ANTIOCH","SOUTH",36.06223,-86.68222,"MOTOR VEHICLE IN TRANSPORT","37013","2018","March","Spring","01","Wednesday","Weekday","No Injuries","No Fatalities"
9.9703717272159e-314,2018-03-21 01:40:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","MM 201 4 I 40","NASHVILLE","WEST",36.13437,-86.89482,"MOTOR VEHICLE IN TRANSPORT","37209","2018","March","Spring","01","Wednesday","Weekday","No Injuries","No Fatalities"
9.97037173116842e-314,2018-03-21 00:49:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","HAYWOOD LN & HAYWOOD SQUARE PVTDR","NASHVILLE","SOUTH",36.06933,-86.6925,"MOTOR VEHICLE IN TRANSPORT","37211","2018","March","Spring","00","Wednesday","Weekday","No Injuries","No Fatalities"
9.97037175043698e-314,2018-03-20 05:00:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","BUCHANAN ST & 23RD AVN","NASHVILLE","NORTH",36.18021,-86.81446,"MOTOR VEHICLE IN TRANSPORT","37208","2018","March","Spring","05","Tuesday","Weekday","No Injuries","No Fatalities"
9.97037175438951e-314,2018-03-21 01:32:00,2,0,0,NA,"Y","SIDESWIPE - OPPOSITE DIRECTION","RAIN","DARK - LIGHTED","SENTINEL DR & LOOKOUT DR","NASHVILLE","WEST",36.1466,-86.83425,"MOTOR VEHICLE IN TRANSPORT","37209","2018","March","Spring","01","Wednesday","Weekday","No Injuries","No Fatalities"
9.97037187889405e-314,2018-03-21 03:40:00,2,1,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","BRILEY PKWY N EXT RAMP & MCGAVOCK PKE EB","NASHVILLE","HERMIT",36.2152,-86.69172,"MOTOR VEHICLE IN TRANSPORT","37214","2018","March","Spring","03","Wednesday","Weekday","Injuries","No Fatalities"
9.97037189668041e-314,2018-03-21 03:05:00,2,0,0,NA,"Y","ANGLE","RAIN","DARK - LIGHTED","S 6TH ST & SHELBY AV","NASHVILLE","EAST",36.16831,-86.76033,"MOTOR VEHICLE IN TRANSPORT","37206","2018","March","Spring","03","Wednesday","Weekday","No Injuries","No Fatalities"
9.9703720320544e-314,2018-03-21 05:40:00,3,0,0,NA,"N","Front to Rear","RAIN","DARK - NOT LIGHTED","I40 E EXT RAMP & I 40","NASHVILLE","HERMIT",36.17079,-86.60629,"MOTOR VEHICLE IN TRANSPORT","37214","2018","March","Spring","05","Wednesday","Weekday","No Injuries","No Fatalities"
9.97037225537207e-314,2018-03-21 08:45:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","MM 213 3 I 40","NASHVILLE","HERMIT",36.14067,-86.72576,"MOTOR VEHICLE IN TRANSPORT","37210","2018","March","Spring","08","Wednesday","Weekday","No Injuries","No Fatalities"
9.97035521109542e-314,2018-03-10 08:40:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","CLARKSVILLE PKE & OLD CLARKSVILLE PKE","JOELTON","NORTH",36.29285,-86.88552,"OVERHEAD SIGN SUPPORT","37080","2018","March","Spring","08","Saturday","Weekend","No Injuries","No Fatalities"
9.97035521653014e-314,2018-03-10 08:20:00,2,0,0,NA,"Y","ANGLE","RAIN","DARK - LIGHTED","LEBANON PKE & ANDREW JACKSON PKWY","HERMITAGE","HERMIT",36.21512,-86.59767,"MOTOR VEHICLE IN TRANSPORT","37076","2018","March","Spring","08","Saturday","Weekend","No Injuries","No Fatalities"
9.97035522048267e-314,2018-03-10 08:50:00,2,1,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MM 55 2 I 24","NASHVILLE","SOUTH",36.09252,-86.70534,"MOTOR VEHICLE IN TRANSPORT","37211","2018","March","Spring","08","Saturday","Weekend","Injuries","No Fatalities"
9.97036651926992e-314,2018-03-17 09:22:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","MM 60 1 I 24","ANTIOCH","SOUTH",36.03919,-86.64877,"CONCRETE TRAFFIC BARRIER","37013","2018","March","Spring","09","Saturday","Weekend","No Injuries","No Fatalities"
9.97036652223432e-314,2018-03-17 05:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 58 4 I 24","ANTIOCH","SOUTH",36.05367,-86.67318,"DITCH","37013","2018","March","Spring","05","Saturday","Weekend","No Injuries","No Fatalities"
9.97036652766904e-314,2018-03-17 09:34:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","MURFREESBORO PKE & GLENGARRY DR","NASHVILLE","HERMIT",36.12099,-86.7038,"MOTOR VEHICLE IN TRANSPORT","37217","2018","March","Spring","09","Saturday","Weekend","No Injuries","No Fatalities"
9.97036652865717e-314,2018-03-17 09:30:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","BRILEY PKWY & KERMIT DR","NASHVILLE","HERMIT",36.12621,-86.69606,"UTILITY POLE;Ran Off Road-Right","37217","2018","March","Spring","09","Saturday","Weekend","Injuries","No Fatalities"
9.97036653310376e-314,2018-03-17 09:42:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","SAWYER BROWN RD & CHARLOTTE PKE","NASHVILLE","WEST",36.11124,-86.92931,"Ran Off Road-Right","37221","2018","March","Spring","09","Saturday","Weekend","No Injuries","No Fatalities"
9.9703665454554e-314,2018-03-17 09:56:00,1,0,0,NA,"N","UNKNOWN","RAIN","DARK - LIGHTED","MM 212 0 I 40","NASHVILLE","HERMIT",36.14704,-86.74366,"UNKNOWN MOST HARMFUL EVENT","37210","2018","March","Spring","09","Saturday","Weekend","No Injuries","No Fatalities"
9.97036655533672e-314,2018-03-17 05:00:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","CHEYENNE BLVD & NEELY MEADOWS PVTDR","MADISON","MADISO",36.25694,-86.67714,"UTILITY POLE;Ran Off Road-Right","37115","2018","March","Spring","05","Saturday","Weekend","No Injuries","No Fatalities"
9.97036655928924e-314,2018-03-17 09:58:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 215 0 I 40","NASHVILLE","HERMIT",36.14177,-86.67485,"CONCRETE TRAFFIC BARRIER","37214","2018","March","Spring","09","Saturday","Weekend","No Injuries","No Fatalities"
9.9703665612655e-314,2018-03-17 08:40:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","CEDARMONT DR & CEDARCREEK DR","ANTIOCH","SOUTH",36.03545,-86.70657,"Motor Vehicle-In-Motion Outside Trafficw","37013","2018","March","Spring","08","Saturday","Weekend","No Injuries","No Fatalities"
9.97036656521803e-314,2018-03-17 10:27:00,1,1,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MURFREESBORO PKE & PLUS PARK BLVD","NASHVILLE","HERMIT",36.13368,-86.72205,"PEDESTRIAN","37217","2018","March","Spring","10","Saturday","Weekend","Injuries","No Fatalities"
9.9703665943679e-314,2018-03-17 11:08:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 2 4 I 440","NASHVILLE","WEST",36.12439,-86.81275,"GUARDRAIL FACE;Ran Off Road-Left;EMBANKMENT EARTH","37215","2018","March","Spring","11","Saturday","Weekend","No Injuries","No Fatalities"
9.97036662154151e-314,2018-03-17 09:52:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - NOT LIGHTED","FESSLERS LN & ELM HILL PKE","NASHVILLE","HERMIT",36.14466,-86.74404,"MOTOR VEHICLE IN TRANSPORT","37210","2018","March","Spring","09","Saturday","Weekend","No Injuries","No Fatalities"
9.97034745080632e-314,2018-03-06 00:35:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - NOT LIGHTED","OLD HICKORY BLVD & NOLENSVILLE PKE","ANTIOCH","SOUTH",36.04544,-86.7125,"MOTOR VEHICLE IN TRANSPORT","37013","2018","March","Spring","00","Tuesday","Weekday","No Injuries","No Fatalities"
9.97034747303928e-314,2018-03-06 01:15:00,2,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","CHARLOTTE PKE & FORREST VALLEY DR","NASHVILLE","WEST",36.10384,-86.94927,"GUARDRAIL FACE;DITCH;EMBANKMENT ROCK/STONE/CONCRETE","37221","2018","March","Spring","01","Tuesday","Weekday","No Injuries","No Fatalities"
9.97034750564761e-314,2018-03-06 01:30:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","DUE WEST AVN & DICKERSON PKE","MADISON","MADISO",36.25634,-86.75793,"MOTOR VEHICLE IN TRANSPORT","37115","2018","March","Spring","01","Tuesday","Weekday","No Injuries","No Fatalities"
9.97034761335392e-314,2018-03-06 02:34:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","BRILEY PKWY S EXT RAMP & I40 W ENT RAMP","NASHVILLE","WEST",36.15552,-86.85831,"MOTOR VEHICLE IN TRANSPORT","37209","2018","March","Spring","02","Tuesday","Weekday","No Injuries","No Fatalities"
9.97034772945935e-314,2018-03-06 04:35:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","MM 55 2 I 24","NASHVILLE","SOUTH",36.09164,-86.70463,"MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER","37211","2018","March","Spring","04","Tuesday","Weekday","No Injuries","No Fatalities"
9.97034781690897e-314,2018-03-06 04:21:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","OLD HICKORY BLVD & NOLENSVILLE PKE","ANTIOCH","SOUTH",36.04556,-86.71124,"MOTOR VEHICLE IN TRANSPORT","37013","2018","March","Spring","04","Tuesday","Weekday","No Injuries","No Fatalities"
9.97038978926778e-314,2018-04-02 00:30:00,2,3,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","STATE RT 45 & DELAWARE AV","MADISON","MADISO",36.26382,-86.70446,"MOTOR VEHICLE IN TRANSPORT","37115","2018","April","Spring","00","Monday","Weekday","Injuries","No Fatalities"
9.97038983867434e-314,2018-04-02 01:48:00,2,1,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MURFREESBORO PKE & DONELSON PKE","NASHVILLE","SOUTH",36.10621,-86.67306,"MOTOR VEHICLE IN TRANSPORT","37217","2018","April","Spring","01","Monday","Weekday","Injuries","No Fatalities"
9.97039019983633e-314,2018-04-02 09:20:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","PORTER RD & RIVERSIDE DR","NASHVILLE","EAST",36.19541,-86.7232,"MOTOR VEHICLE IN TRANSPORT","37206","2018","April","Spring","09","Monday","Weekday","No Injuries","No Fatalities"
9.97039025368948e-314,2018-04-02 10:50:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DAWN","BRILEY PKWYW & BRILEY PKWYE","NASHVILLE","NORTH",36.23167,-86.82749,"GUARDRAIL FACE;CONCRETE TRAFFIC BARRIER","37218","2018","April","Spring","10","Monday","Weekday","Injuries","No Fatalities"
9.97039027098178e-314,2018-04-02 11:14:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","MM 41 2 I 24","WHITES CREEK","NORTH",36.26927,-86.79349,"OTHER OBJECT (NOT FIXED)","37189","2018","April","Spring","11","Monday","Weekday","No Injuries","No Fatalities"
9.9703929903191e-314,2018-04-03 05:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","I65 N ENT RAMP & I 40","NASHVILLE","NORTH",36.17187,-86.80239,"GUARDRAIL FACE","37208","2018","April","Spring","05","Tuesday","Weekday","No Injuries","No Fatalities"
9.97039303280874e-314,2018-04-04 01:19:00,2,2,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","FRANKLIN PKE & FOREST ACRES DR","BRENTWOOD","MIDTOW",36.06397,-86.77429,"MOTOR VEHICLE IN TRANSPORT","37027","2018","April","Spring","01","Wednesday","Weekday","Injuries","No Fatalities"
9.9703930836975e-314,2018-04-04 01:07:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - NOT LIGHTED","JEFFERSON ST & 21ST AVN","NASHVILLE","NORTH",36.16905,-86.80991,"MOTOR VEHICLE IN TRANSPORT","37208","2018","April","Spring","01","Wednesday","Weekday","No Injuries","No Fatalities"
9.97039308468564e-314,2018-04-03 05:00:00,3,2,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","28TH AVN & ALBION ST","NASHVILLE","NORTH",36.16424,-86.8199,"MOTOR VEHICLE IN TRANSPORT","37208","2018","April","Spring","05","Tuesday","Weekday","Injuries","No Fatalities"
9.97039309506101e-314,2018-04-04 02:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 217 9 I 40","NASHVILLE","HERMIT",36.14085,-86.65866,"CONCRETE TRAFFIC BARRIER","37214","2018","April","Spring","02","Wednesday","Weekday","No Injuries","No Fatalities"
9.97039309703728e-314,2018-04-04 02:10:00,2,1,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","HUTTON DR & POLK AV","NASHVILLE","SOUTH",36.13119,-86.75009,"MOTOR VEHICLE IN TRANSPORT","37210","2018","April","Spring","02","Wednesday","Weekday","Injuries","No Fatalities"
9.97039310197793e-314,2018-04-04 02:16:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","JAMES ROBERTSON PKWY & INTERSTATE DR","NASHVILLE","CENTRA",36.17143,-86.76904,"PEDESTRIAN","37213","2018","April","Spring","02","Wednesday","Weekday","Injuries","No Fatalities"
9.97039310741265e-314,2018-04-04 02:19:00,2,0,0,NA,"N","HEAD-ON","RAIN","DARK - NOT LIGHTED","RIVERGATE STATION PVTDR & MYATT DR","MADISON","MADISO",36.29596,-86.69853,"MOTOR VEHICLE IN TRANSPORT","37115","2018","April","Spring","02","Wednesday","Weekday","No Injuries","No Fatalities"
9.97039312717528e-314,2018-04-04 02:04:00,2,1,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","MM 56 7 I 24","NASHVILLE","SOUTH",36.07295,-86.69214,"MOTOR VEHICLE IN TRANSPORT","37211","2018","April","Spring","02","Wednesday","Weekday","Injuries","No Fatalities"
9.97039314446758e-314,2018-04-04 02:42:00,4,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","LONG AV & S 17TH ST","NASHVILLE","EAST",36.16923,-86.74058,"MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","37206","2018","April","Spring","02","Wednesday","Weekday","No Injuries","No Fatalities"
9.97039315187856e-314,2018-04-04 02:51:00,3,1,0,NA,"N","UNKNOWN","RAIN","DARK - NOT LIGHTED","MM 57 7 I 24","ANTIOCH","SOUTH",36.06186,-86.68183,"MOTOR VEHICLE IN TRANSPORT","37013","2018","April","Spring","02","Wednesday","Weekday","Injuries","No Fatalities"
9.97039315879548e-314,2018-04-04 02:00:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - NOT LIGHTED","I65 N ENT RAMP & I 65","NASHVILLE","EAST",36.04036,-86.78092,"MOTOR VEHICLE IN TRANSPORT","37207","2018","April","Spring","02","Wednesday","Weekday","No Injuries","No Fatalities"
9.97039317509965e-314,2018-04-04 03:12:00,1,1,0,NA,"N","UNKNOWN","RAIN","DARK - NOT LIGHTED","MM 212 7 I 40","NASHVILLE","HERMIT",36.14333,-86.73713,"UNKNOWN MOST HARMFUL EVENT","37210","2018","April","Spring","03","Wednesday","Weekday","Injuries","No Fatalities"
9.97039318102844e-314,2018-04-04 03:17:00,2,2,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","OLD HICKORY BLVD & JUAREZ DR","HERMITAGE","HERMIT",36.19232,-86.6163,"MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED)","37076","2018","April","Spring","03","Wednesday","Weekday","Injuries","No Fatalities"
9.97039318201657e-314,2018-04-04 03:20:00,2,1,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","MM 58 7 I 24","ANTIOCH","SOUTH",36.05111,-86.66921,"MOTOR VEHICLE IN TRANSPORT;GUARDRAIL END","37013","2018","April","Spring","03","Wednesday","Weekday","Injuries","No Fatalities"
9.97039319930886e-314,2018-04-04 03:30:00,2,1,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","ZELIDA AV & BELL RD","ANTIOCH","SOUTH",36.05501,-86.64241,"","37013","2018","April","Spring","03","Wednesday","Weekday","Injuries","No Fatalities"
9.97039320424952e-314,2018-04-04 02:30:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","WEST END AV & 18TH AVN","NASHVILLE","MIDTOW",36.15301,-86.796,"MOTOR VEHICLE IN TRANSPORT","37203","2018","April","Spring","02","Wednesday","Weekday","No Injuries","No Fatalities"
9.97039321116644e-314,2018-04-04 03:02:00,2,0,0,NA,"N","Rear to Side","RAIN","DARK - LIGHTED","LUKER LN & TUSCULUM RD","ANTIOCH","SOUTH",36.05404,-86.6911,"MOTOR VEHICLE IN TRANSPORT","37013","2018","April","Spring","03","Wednesday","Weekday","No Injuries","No Fatalities"
9.97039322549434e-314,2018-04-03 05:00:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","MM 57 0 I 24","NASHVILLE","SOUTH",36.06969,-86.68983,"MOTOR VEHICLE IN TRANSPORT","37211","2018","April","Spring","05","Tuesday","Weekday","No Injuries","No Fatalities"
